show,year,genre,rating,votes,runtime,gross
"Johan Falk: Slutet","2015 Video","Action,Crime,Thriller",7.8,1872.0,103.0,""
"Johan Falk: Spelets regler","2012 Video","Action,Crime,Thriller",6.6,2409.0,96.0,""
"Johan Falk: Tyst diplomati","2015 Video","Action,Crime,Thriller",6.4,1674.0,94.0,""
"Johan Falk: Ur askan i elden","2015 Video","Action,Crime,Thriller",6.7,1645.0,98.0,""
"Johan Falk: Vapenbröder","2009 Video","Action,Crime,Thriller",6.6,2641.0,93.0,""
"John Caparulo: Come Inside Me","2013 TV Special","Documentary,Comedy",7.2,123.0,71.0,""
"John Crist: I Ain't Prayin' for That","2019 TV Special",Comedy,0.0,0.0,57.0,""
"John Dies at the End",2012,"Comedy,Fantasy,Horror",6.4,37007.0,99.0,0.14
"John Henry and the Statesmen","","Adventure,Drama,Family",0.0,0.0,0.0,""
"John Hodgman: Ragnarok","2013 Video","Comedy,Music",6.2,300.0,68.0,""
"John Leguizamo's Latin History for Morons",2018,Comedy,7.5,609.0,0.0,""
"John Mulaney & the Sack Lunch Bunch","2019 TV Special","Comedy,Family,Musical",7.5,3313.0,70.0,""
"John Mulaney: Kid Gorgeous at Radio City","2018 TV Special",Comedy,8.0,6989.0,65.0,""
"John Mulaney: The Comeback Kid","2015 TV Special",Comedy,8.0,7706.0,62.0,""
"John Was Trying to Contact Aliens",2020,"Documentary,Short,Biography",6.4,1357.0,16.0,""
"Johnny Test",2005,"Animation,Action,Adventure",6.57,216.45,22.58,""
"Johnny by Johnny","",Documentary,0.0,0.0,0.0,""
"Jonah: A VeggieTales Movie",2002,"Animation,Adventure,Comedy",6.5,4038.0,82.0,25.58
Jonas,"2018 TV Movie","Drama,Mystery,Romance",6.2,2582.0,86.0,""
"Jopog manura 3",2006,"Action,Comedy,Drama",6.4,1550.0,115.0,""
"Joseonroko Nokdujeon",2019,"Action,Comedy,History",7.9,832.0,30.0,""
Joshua,2007,"Drama,Horror,Thriller",5.9,12266.0,106.0,0.48
"Joshua: Teenager vs. Superpower",2017,Documentary,7.1,1379.0,79.0,""
Joy,"V 2018",Drama,6.6,1218.0,99.0,""
"Ju-on: Origins",2020,"Drama,Horror,Mystery",6.64,815.0,28.71,""
"Juana Brava",2015,Drama,7.0,21.0,60.0,""
"Juana Inés",2016,"Biography,History",7.6,501.0,0.0,""
Juanita,"I 2019",Drama,6.0,2208.0,90.0,""
Juanpis,"",Drama,0.0,0.0,0.0,""
"Judah Friedlander: America is the Greatest Country in the United States","2017 TV Special",Comedy,7.8,1301.0,84.0,""
"Judd Apatow: The Return","2017 TV Special",Comedy,6.2,1265.0,69.0,""
"Judge vs. Judge",20172018,"Drama,Romance",7.2,96.0,35.0,""
"Jue Dai Shuang Jiao",2020,"Action,Adventure,Comedy",8.2,512.0,0.0,""
"Jue di tao wang",2016,"Action,Adventure,Comedy",5.7,19872.0,107.0,0.00
"Juego siniestro",2016,"Fantasy,Horror",4.5,335.0,87.0,""
"Jugar con Fuego",2019,Drama,5.9,768.0,0.0,""
"Juhong geulshi",2004,"Drama,Mystery,Thriller",6.5,1052.0,115.0,""
"Jui kuen II",1994,"Action,Comedy",7.6,44060.0,102.0,11.55
"Jujutsu Kaisen",2020,"Animation,Action,Adventure",8.7,25386.0,24.0,""
"Julie and the Phantoms",2020,"Comedy,Drama,Family",8.84,1140.6,27.4,""
"Julie's Greenroom",2017,"Comedy,Family,Musical",8.4,310.0,27.0,""
Juman,2019,"Drama,Romance",5.4,79.0,40.0,""
"Jumanji: The Next Level",2019,"Action,Adventure,Comedy",6.7,205638.0,123.0,316.83
"Jumanji: Welcome to the Jungle",2017,"Action,Adventure,Comedy",6.9,337900.0,119.0,404.52
"June & Kopi",2021,"Comedy,Drama,Family",6.3,417.0,90.0,""
Juneteenth,I,Musical,0.0,0.0,0.0,""
"Jungle Beat: The Movie",2020,"Animation,Adventure,Comedy",5.5,760.0,88.0,""
"Jupiter's Legacy",2021,"Action,Adventure,Drama",7.18,4987.13,45.88,""
"Jurassic Park",1993,"Action,Adventure,Sci-Fi",8.1,897444.0,127.0,402.45
"Jurassic Park III",2001,"Action,Adventure,Sci-Fi",5.9,302292.0,92.0,181.17
"Jurassic World: Camp Cretaceous",2020,"Animation,Action,Adventure",7.58,578.89,24.0,""
"Jusqu'au déclin",2020,"Action,Thriller",5.9,7835.0,83.0,""
"Just Say Yes",2021,"Comedy,Romance",4.5,1630.0,97.0,""
"Justice: Qalb Al Adala",2017,Drama,5.2,142.0,0.0,""
"Justin Timberlake + the Tennessee Kids",2016,"Documentary,Music",7.7,2025.0,90.0,""
"Juuni Taisen",2017,"Animation,Action,Fantasy",6.6,703.0,24.0,""
K,2012,"Animation,Action,Drama",7.1,2091.0,24.0,""
"K-9 Adventures: Legend of the Lost Gold",2014,"Adventure,Family",5.4,160.0,90.0,""
"KL Zombi",2013,"Comedy,Horror",4.4,284.0,97.0,""
"Kaali Khuhi",2020,"Drama,Horror,Mystery",3.5,1072.0,90.0,""
Kaamyaab,2018,Drama,7.9,3875.0,109.0,""
Kaattu,2017,Drama,7.0,207.0,163.0,""
"Kabaneri of the Iron Fortress: Unato Decisive Battle",2019,"Animation,Action,Adventure",6.8,924.0,82.0,""
"Kacche Dhaagey",2016,Drama,5.8,5.0,120.0,""
Kadaver,2020,"Drama,Horror,Thriller",5.1,8104.0,86.0,""
"Kadokyaputa Sakura",19982000,"Animation,Action,Adventure",8.0,4613.0,30.0,""
"Kagittan Hayatlar",2021,Drama,6.7,10210.0,96.0,""
"Kaguya-hime no monogatari",2013,"Animation,Adventure,Drama",8.0,41510.0,137.0,1.51
"Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~",2019,"Animation,Comedy,Romance",8.4,6665.0,24.0,""
Kahaani,2012,"Mystery,Thriller",8.1,59675.0,122.0,1.04
Kahi,2016,Drama,6.8,69.0,95.0,""
"Kajko i Kokosz",2021,"Animation,Action,Adventure",6.94,25.6,0.0,""
Kakegurui,2017,"Animation,Drama,Mystery",6.8,3541.5,24.0,""
Kakushigoto,2020,"Animation,Comedy,Drama",7.5,558.0,23.0,""
"Kal Hee",1991,"Animation,Drama,Romance",7.6,28969.0,118.0,0.45
"Kalbi Dalili",2013,Comedy,3.2,58.0,99.0,""
Kalifat,2020,"Crime,Drama,Thriller",8.0,1964.67,47.67,""
"Kalushi: The Story of Solomon Mahlangu",2016,"Biography,Drama,Thriller",6.5,268.0,107.0,""
"Kami-tachi ni Hirowareta Otoko",2020,"Animation,Adventure,Fantasy",7.0,448.0,23.0,""
"Kanata no Astra",2019,"Animation,Action,Adventure",8.1,1008.0,24.0,""
"Kane Chonicles",2021,"Adventure,Fantasy",0.0,0.0,0.0,""
Kankerlijers,2014,"Comedy,Drama",6.2,369.0,93.0,""
Kaos,"","Comedy,Drama,Fantasy",0.0,0.0,60.0,""
Kapi,2019,"Comedy,Drama",7.0,1262.0,110.0,""
"Kapil Sharma Special","",Comedy,0.0,0.0,0.0,""
Kappen!,2016,"Drama,Romance",5.2,1450.0,100.0,""
"Kaptn Oskar",2013,"Drama,Romance",5.2,250.0,78.0,""
"Kara Para Ask",20142015,"Action,Crime,Drama",7.3,5300.0,90.0,""
"Karakai Jouzu no Takagi-san",2018,"Animation,Comedy,Romance",7.7,1330.0,23.0,""
Kardec,2019,Biography,6.1,1352.0,110.0,""
"Kari-gurashi no Arietti",2010,"Animation,Adventure,Family",7.6,84951.0,94.0,19.20
"Karma's World","","Animation,Short,Comedy",0.0,0.0,11.0,""
Karppi,20182020,"Crime,Drama,Mystery",7.2,7267.0,45.0,""
"Karriär",1938,Drama,5.2,52.0,106.0,""
"Karê no uta",2020,"Comedy,Drama",6.3,15.0,24.0,""
Kate,2021,"Action,Adventure,Crime",0.0,0.0,106.0,""
"Katherine Ryan: Glitter Room","2019 TV Special",Comedy,6.8,1647.0,65.0,""
"Katherine Ryan: In Trouble","2017 TV Special",Comedy,7.0,2008.0,63.0,""
"Kathleen Madigan: Bothering Jesus","2016 Video",Comedy,7.0,499.0,72.0,""
Katla,2021,"Drama,Mystery,Sci-Fi",7.36,1220.78,41.0,""
"Katsugeki/Touken Ranbu",2017,"Animation,Action,Adventure",6.4,60.0,23.0,""
"Katt Williams: Great America","2018 TV Special",Comedy,6.1,895.0,60.0,""
"Kavin Jay: Everybody Calm Down!","2018 TV Special","Documentary,Comedy",5.8,196.0,53.0,""
"Kaze ga tsuyoku fuiteiru",2018,"Animation,Comedy,Sport",8.4,916.0,23.0,""
"Kaze no tani no Naushika",1984,"Animation,Adventure,Fantasy",8.1,157520.0,117.0,0.50
"Kaze tachinu",2013,"Animation,Biography,Drama",7.8,77732.0,126.0,5.21
Kazoops!,2016,"Animation,Comedy,Family",7.2,111.0,7.0,""
"Ke zai ni xindi de mingzi",2020,"Drama,Romance",7.3,4358.0,118.0,""
"Keeping Up with the Kardashians",20062021,"Drama,Family,Reality-TV",2.8,27754.0,44.0,""
"Keith Richards: Under the Influence",2015,"Documentary,Music",7.1,3093.0,81.0,""
Keizersvrouwen,2019,"Crime,Drama",6.2,749.0,47.0,""
"Kekkai Sensen",20152017,"Animation,Action,Adventure",7.3,1784.0,24.0,""
"Kekkon dekinai otoko",2006,"Comedy,Drama",7.6,713.0,45.0,""
"Kemono Jihen",2021,"Animation,Action,Fantasy",7.5,922.0,24.0,""
"Ken Jeong: First Date","2019 TV Special",Comedy,5.7,2205.0,62.0,""
"Kengan Ashura",2019,"Animation,Action",8.0,3836.0,24.0,""
"Keopi peurinseu 1-hojeom",2007,"Comedy,Drama,Romance",8.2,4606.0,55.0,""
"Kevin Hart's Guide to Black History","2019 TV Movie",Comedy,5.5,1257.0,62.0,""
"Kevin Hart: Don't F**k This Up",2019,Documentary,6.51,346.57,4.29,""
"Kevin Hart: Irresponsible","2019 TV Special",Comedy,6.5,4011.0,60.0,""
"Kevin Hart: Let Me Explain",2013,"Documentary,Comedy",6.8,8731.0,75.0,32.24
"Kevin Hart: What Now?",2016,"Documentary,Comedy",5.9,9154.0,96.0,23.59
"Kevin Hart: Zero F**ks Given","2020 TV Special",Comedy,6.0,2911.0,69.0,""
"Kevin James: Never Don't Give Up","2018 TV Special",Comedy,6.1,1366.0,62.0,""
"Kevin James: Sweat the Small Stuff","2001 TV Special","Documentary,Comedy",7.5,1046.0,60.0,""
Khaani,2017,Romance,8.1,752.0,0.0,""
"Khair wa Barakah",2017,Comedy,3.9,150.0,104.0,""
"Khan: No. 1 Crime Hunter",2018,Mystery,5.6,47.0,43.0,""
"Khoon Khoon",1973,"Crime,Mystery,Thriller",5.2,35.0,0.0,""
"Khozhdenie po mukam",2017,Drama,7.7,797.0,0.0,""
"Ki Hwanghoo",20132014,"Action,Drama,History",8.5,2072.0,0.0,""
"Kicking It",2008,"Documentary,Sport",7.3,366.0,98.0,""
"Kid Cosmic",2021,"Animation,Action,Adventure",8.0,787.0,25.0,""
Kid-E-Cats,2016,"Animation,Adventure,Comedy",7.0,70.0,5.0,""
KidPoker,"2015 TV Movie","Documentary,Biography,Sport",6.8,723.0,89.0,""
"Kidnapping Stella",2019,"Crime,Thriller",4.8,5487.0,89.0,""
"Kidou Senshi Gundam: Tekketsu no Orphans",2015,"Animation,Action,Drama",7.9,1382.0,24.0,""
"Kidô Senshi Gundam Unicorn",20102014,"Animation,Action,Drama",7.8,1145.0,0.0,""
"Kidô senshi Gandamu: Senkô no Hasauei",2021,"Animation,Action,Drama",6.8,734.0,95.0,""
Kiko,2014,"Animation,Adventure,Comedy",7.8,47.0,30.0,""
"Kill Bill: Vol. 1",2003,"Action,Crime,Drama",8.1,1034554.0,111.0,70.10
"Kill Bill: Vol. 2",2004,"Action,Crime,Thriller",8.0,706053.0,137.0,66.21
"Kill Me Three Times",2014,"Action,Comedy,Crime",5.9,22359.0,90.0,0.02
"Kill Ratio",2016,Action,4.1,924.0,86.0,""
"Killer Inside: The Mind of Aaron Hernandez",2020,"Documentary,Crime,Sport",7.4,14805.0,202.0,""
"Killer Ratings",2019,"Documentary,Crime",7.7,1423.0,351.0,""
"Killer Under the Bed",2018,"Horror,Thriller",5.2,330.0,90.0,""
Killerman,2019,"Action,Crime,Thriller",5.4,4495.0,112.0,0.28
Killers,2010,"Action,Comedy,Romance",5.5,89080.0,100.0,47.06
Killjoys,20152019,"Action,Adventure,Sci-Fi",7.2,20794.0,42.0,""
Killswitch,2014,"Documentary,Drama",7.8,614.0,72.0,""
"Kim Gwajang",2017,"Comedy,Drama",7.7,687.0,60.0,""
"Kim's Convenience",20162021,Comedy,8.2,12443.0,22.0,""
"Kimbiseoga wae geureolkka",2018,"Comedy,Mystery,Romance",8.1,7696.0,60.0,""
"Kimi no na wa.",2016,"Animation,Drama,Fantasy",8.4,217433.0,106.0,5.02
Kin,"I 2021",Drama,0.0,0.0,0.0,""
"Kinema junjou",2016,Comedy,5.0,7.0,82.0,""
"King Cobra",2016,"Crime,Drama",5.6,8572.0,91.0,0.03
"King Jack",2015,"Adventure,Drama",7.0,3119.0,81.0,""
"King's Faith",2013,Drama,6.4,744.0,108.0,0.09
Kingdom,2019,"Action,Drama,History",8.03,14689.75,45.0,""
"Kingdom Come",VII,"",0.0,0.0,0.0,""
"Kingdom of Us",2017,"Documentary,Drama",7.1,828.0,109.0,""
"Kings of America","",Drama,0.0,0.0,0.0,""
"Kings of Jo'burg",2020,"Crime,Thriller",5.4,439.0,0.0,""
"Kipo and the Age of Wonderbeasts",2020,"Animation,Action,Adventure",8.39,458.09,2.18,""
Kipper,19972000,"Animation,Short,Comedy",7.1,810.0,47.0,""
"Kiru ra kiru: KILL la KILL",20132014,"Animation,Action,Comedy",7.9,11962.0,25.0,""
"Kiss Me First",2018,"Drama,Mystery,Sci-Fi",6.3,3645.0,46.0,""
"Kiss the Ground",2020,Documentary,8.3,5736.0,84.0,""
Kitz,"",Drama,0.0,0.0,0.0,""
"Kkondae Intern",2020,"Comedy,Drama",7.4,102.0,32.0,""
"Kkotpadang: Joseonhondamgongjakso",2019,"Comedy,History,Romance",6.9,141.0,70.0,""
Klaus,2019,"Animation,Adventure,Comedy",8.2,116438.0,96.0,""
Kleo,"",Thriller,0.0,0.0,0.0,""
"Klockorna i Gamla sta'n",1946,Drama,5.0,81.0,112.0,""
Knightfall,20172019,"Action,Adventure,Drama",7.7,9240.0,50.5,""
"Knives Out 2",2022,"Comedy,Crime,Drama",0.0,0.0,0.0,""
"Knives Out 3","","Comedy,Crime,Thriller",0.0,0.0,0.0,""
"Knock Down the House",2019,Documentary,7.1,11754.0,87.0,""
"Knock Knock","I 2015","Drama,Thriller",4.9,87474.0,99.0,0.04
"Knocked Up",2007,"Comedy,Romance",6.9,356979.0,129.0,148.73
"Know Your Enemy - Japan",1945,"Documentary,History,War",6.0,764.0,63.0,""
"Kod Adi: Kulüp",2021,"",0.0,0.0,0.0,""
Kodachrome,2017,Drama,6.8,14021.0,105.0,""
"Koi no tsuki",2018,"Drama,Romance",7.0,452.0,0.0,""
"Kokuriko-zaka kara",2011,"Animation,Drama,Family",7.4,38625.0,91.0,1.00
Kol,2020,"Crime,Horror,Mystery",7.1,23350.0,112.0,""
"Kolejne 365 dni","","Drama,Romance",0.0,0.0,0.0,""
"Kommissarie Späck",2010,"Comedy,Crime",4.7,1711.0,82.0,""
"Komt een vrouw bij de dokter",2009,"Drama,Romance",6.8,5275.0,113.0,""
Kon-Tiki,2012,"Adventure,Biography,Drama",7.2,47166.0,118.0,1.52
"Kong: King of the Apes",20162018,"Animation,Action,Adventure",5.8,296.0,0.0,""
"Kong: Skull Island",2017,"Action,Adventure,Fantasy",6.6,294292.0,118.0,168.05
"Kono Oto Tomare!",2019,"Animation,Drama,Music",8.0,538.0,23.0,""
"Kono subarashii sekai ni shukufuku o!",20162017,"Animation,Adventure,Comedy",7.8,7626.0,24.0,""
"Kore wa Zombie desu ka?",20112012,"Animation,Action,Comedy",7.1,1562.0,25.0,""
"Kota Factory",2019,"Comedy,Drama",9.2,52724.0,45.0,""
"Kotaro Lives Alone",2021,Drama,9.2,62.0,0.0,""
"Kotetsujo no Kabaneri",2016,"Animation,Action,Adventure",7.2,4656.0,23.0,""
"Krishna Balram","",Fantasy,0.0,0.0,0.0,""
"Krishna and His Leela",2020,"Comedy,Romance",5.4,1349.0,125.0,""
"Ku'damm 56",2016,Drama,7.6,1863.0,100.0,""
"Kujira no kora wa sajô ni utau",2017,"Animation,Drama,Fantasy",7.1,1400.0,24.0,""
"Kulipari: An Army of Frogs",2016,"Animation,Action,Fantasy",7.0,235.0,20.0,""
"Kulipari: Dream Walker",2018,"Animation,Action,Fantasy",7.6,76.0,0.0,""
"Kung Fu Elliot",2014,"Documentary,Biography,Comedy",6.5,335.0,81.0,""
"Kung Fu Panda 3",2016,"Animation,Action,Adventure",7.1,141657.0,95.0,143.53
"Kung Fury",2015,"Short,Action,Comedy",8.0,57319.0,31.0,""
Kuntilanak,2018,"Comedy,Family,Horror",4.8,593.0,105.0,""
"Kurenai no buta",1992,"Animation,Adventure,Comedy",7.7,81880.0,94.0,""
"Kureyon Shinchan",1992,"Animation,Comedy,Family",8.2,449.0,25.0,""
Kuromukuro,2016,"Animation,Action,Sci-Fi",7.2,1165.0,24.0,""
"Kus uçusu","",Comedy,0.0,0.0,0.0,""
"Kuzu no honkai","I 2017","Animation,Drama,Romance",6.8,1437.0,22.0,""
"Kyaputen Hârokku",2013,"Animation,Adventure,Sci-Fi",6.4,11876.0,115.0,""
"Kyle XY",20062009,"Drama,Mystery,Romance",7.4,28464.0,60.0,""
"Kyouen NG",2020,"Comedy,Romance",6.3,7.0,0.0,""
"Kyra Kyralina",2014,Drama,5.9,115.0,99.0,""
"Kyungwooui Soo",2020,"Drama,Romance",6.7,223.0,70.0,""
"Kära släkten",1933,Comedy,5.4,36.0,94.0,""
"Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion",20062012,"Animation,Action,Drama",8.7,55979.0,24.0,""
"Kôkaku kidôtai: Stand Alone Complex",20022005,"Animation,Action,Crime",8.5,18383.0,24.0,""
"Kôkyô shihen Eureka sebun Hai-eboryûshon 1",2017,"Animation,Action,Sci-Fi",6.0,80.0,93.0,""
"Küçük Esnaf",2016,"Action,Adventure,Comedy",5.6,3853.0,104.0,""
"L'amore, il sole e l'altre stelle","2019 TV Movie",Comedy,5.9,77.0,101.0,""
"L'immortel",2010,"Action,Crime,Drama",6.7,33510.0,117.0,""
"L'incredibile storia dell'Isola delle Rose",2020,"Adventure,Comedy,Drama",7.0,16127.0,117.0,""
"L'oro di Scampia","2014 TV Movie","Biography,Drama",6.9,73.0,102.0,""
"L'ultimo paradiso",2021,"Drama,Romance",5.6,1007.0,107.0,""
"L'uomo senza gravità",2019,"Comedy,Drama,Fantasy",6.3,2281.0,107.0,""
"L.A.'s Finest",20192020,"Action,Comedy,Crime",6.0,5667.0,60.0,""
"LA Originals",2020,Documentary,7.2,1640.0,92.0,""
LBJ,2016,"Biography,Drama,History",6.5,6303.0,98.0,2.47
"LEGO Friends: Girls on a Mission",2018,Animation,7.6,80.0,11.0,""
"LEGO Friends: Happy Birthday to You!","2017 TV Special","Animation,Short",3.6,5.0,1.0,""
"LEGO Ninjago: Masters of Spinjitzu: Happy Birthday to You!","2017 TV Special","Animation,Short,Action",5.9,10.0,1.0,""
LFO,2013,"Drama,Sci-Fi",6.6,1118.0,94.0,""
LUV,2012,"Crime,Drama",6.0,2136.0,94.0,0.14
"La 4ª Compañía",2016,"Action,Adventure,Crime",6.2,774.0,109.0,""
"La Balada de Hugo Sanchez",2018,"Comedy,Drama",6.5,746.0,0.0,""
"La Boda de la Abuela",2019,Comedy,5.5,509.0,97.0,""
"La Corazonada",2020,"Crime,Thriller",5.4,2361.0,116.0,""
"La Doña",2016,"Drama,Romance",6.8,553.0,45.0,""
"La France est-elle ingouvernable?","2009 TV Movie",Documentary,0.0,0.0,0.0,""
"La Frecuencia Kirlian",2017,"Animation,Horror",7.6,983.0,9.0,""
"La Grande Chaumière Violette",2016,Drama,7.9,11.0,0.0,""
"La Línea: La Sombra del Narco",2020,"Documentary,Crime",7.0,84.0,24.0,""
"La Mante",2017,"Crime,Drama,Thriller",7.4,12210.0,52.0,""
"La Marca del Demonio",2020,Horror,3.2,2062.0,82.0,""
"La Memoria del Agua",2015,"Drama,Romance",6.1,702.0,88.0,""
"La Misma Sangre",2019,"Drama,Mystery,Thriller",6.1,726.0,113.0,""
"La Part Du Feu",2021,"Documentary,Drama",0.0,0.0,0.0,""
"La Reina de Indias y el Conquistador",2020,"Drama,History",0.22,2.3,0.82,""
"La Révolution",2020,"Action,Adventure,Drama",6.5,4901.0,0.0,""
"La Sangre del Gallo",2015,"Action,Crime,Drama",5.3,168.0,84.0,""
"La Tarotista",2021,"Short,Comedy,Talk-Show",7.6,12.0,0.0,""
"La belva",2020,"Action,Crime,Drama",5.2,3858.0,97.0,""
"La bestia",2022,"Drama,Horror",0.0,0.0,0.0,""
"La casa de las flores",20182020,"Comedy,Drama",7.23,461.4,22.8,""
"La casa de las flores, el Especial de TV","2020 TV Special","",6.0,12.0,0.0,""
"La casa de papel",20172021,"Action,Crime,Mystery",3.56,20489.68,24.21,""
"La casa de papel: El fenómeno","2020 TV Movie",Documentary,7.5,2634.0,57.0,""
"La catedral del mar",2018,"Drama,History",7.5,3574.0,55.0,""
"La cocinera de Castamar",2021,Drama,7.4,1336.0,0.0,""
"La coppia dei campioni",2016,Comedy,3.6,267.0,88.0,""
"La dictadura perfecta",2014,"Comedy,Drama",7.2,4902.0,143.0,""
"La dona il·legal",2020,Drama,6.1,147.0,119.0,""
"La enfermedad del domingo",2018,Drama,6.9,3246.0,113.0,""
"La femme la plus assassinée du monde",2018,"Biography,Drama,Mystery",5.3,990.0,102.0,""
"La fille du patron",2015,"Comedy,Drama,Romance",5.4,762.0,98.0,""
"La forêt",2017,"Crime,Drama",7.2,8878.0,313.0,""
"La grande classe",2019,Comedy,5.3,1089.0,83.0,""
"La guerra contra las mujeres",2013,"Documentary,War",7.2,62.0,62.0,""
"La influencia",2019,Horror,4.5,3340.0,99.0,""
"La legge del numero uno","2017 TV Movie",Drama,6.9,10.0,0.0,""
"La limita de jos a cerului",2013,Drama,6.9,434.0,80.0,""
"La luna sangre",20172018,"Action,Drama,Horror",5.9,119.0,30.0,""
"La noche de 12 años",2018,"Biography,Crime,Drama",7.5,9150.0,122.0,""
"La nuée",2020,"Drama,Fantasy,Horror",6.5,338.0,101.0,""
"La partita",2019,Drama,4.9,584.0,94.0,""
"La pequeña Suiza",2019,Comedy,4.8,1143.0,86.0,""
"La reconquista",2016,Drama,6.6,827.0,108.0,""
"La sombra de la ley",2018,"Action,Adventure,Crime",6.3,3539.0,126.0,""
"La terre et le sang",2020,"Action,Crime,Drama",4.9,2313.0,80.0,""
"La tribu",2018,"Comedy,Family",5.8,2445.0,90.0,""
"La trinchera infinita",2019,"Action,Drama,History",7.2,5405.0,147.0,""
"La trêve",2016,"Crime,Drama,Thriller",7.6,5936.0,52.0,""
"La valla",2020,"Drama,Sci-Fi",6.8,2911.0,50.0,""
"La vie scolaire",2019,"Comedy,Drama",6.4,2300.0,111.0,""
"La vita davanti a sé",2020,Drama,6.8,12655.0,94.0,""
"La víctima número 8",2018,"Action,Adventure,Crime",7.0,1760.0,53.0,""
"Laaf Wa Dawaraan",2016,"Comedy,Family",5.5,1298.0,90.0,""
"Lab Rats",20122016,"Action,Comedy,Drama",6.6,5125.0,22.0,""
Labrador,2011,Drama,5.7,231.0,73.0,""
"Ladda Land",2011,"Drama,Horror,Mystery",6.3,2145.0,125.0,""
"Ladies First",2017,"Documentary,Short,Sport",7.2,433.0,39.0,""
"Ladies Up",2020,Comedy,4.3,205.0,0.0,""
"Ladronas de Almas",2015,Horror,5.0,252.0,88.0,""
"Lady Business","",Comedy,0.0,0.0,0.0,""
"Lady Driver",2020,Sport,5.9,1115.0,104.0,""
"Lady Dynamite",20162017,Comedy,7.4,3414.0,30.0,""
"Lady Killer","","Action,Crime,Thriller",0.0,0.0,0.0,""
Lady-Like,2017,"Comedy,Romance",4.8,3069.0,82.0,""
Laerte-se,2017,Documentary,6.9,659.0,100.0,""
Laggies,2014,"Comedy,Drama,Romance",6.4,42740.0,99.0,0.44
Laibeu,2018,"Comedy,Crime,Drama",8.4,994.0,60.0,""
Laipeu,2018,"Drama,Thriller",7.6,528.0,60.0,""
"Lake of Fire",2017,"Drama,Family,Music",0.0,0.0,0.0,""
"Lalbaug Parel: Zali Mumbai Sonyachi",2010,Action,7.3,304.0,146.0,""
"Lara and the Beat",2018,"Drama,Music,Romance",6.3,135.0,137.0,""
Larceny,2017,"Action,Thriller",3.5,965.0,87.0,""
"Larry Charles' Dangerous World of Comedy",2019,"Documentary,Comedy",7.3,545.0,60.0,""
"Larry the Cable Guy: Remain Seated","2020 TV Special",Comedy,6.7,219.0,67.0,""
"Larva Island",20182019,"Animation,Adventure,Comedy",6.5,375.0,0.0,""
"Las Muñecas de la Mafia (II)",20092019,Action,6.9,18.0,0.0,""
"Las chicas del cable",20172020,Drama,7.53,1248.55,4.55,""
"Las leyes de la termodinámica",2018,Comedy,6.1,2580.0,100.0,""
"Las muñecas de la mafia",2009,Drama,6.6,246.0,0.0,""
"Las mágicas historias de Plim Plim",20112016,"Animation,Comedy,Family",0.0,0.0,0.0,""
"Las niñas de cristal","",Drama,0.0,0.0,0.0,""
"Las tres muertes de Marisela Escobedo",2020,"Documentary,Crime",8.2,1381.0,109.0,""
"Last Breath",2019,Documentary,7.7,4608.0,90.0,""
"Last Chance U",20162020,"Documentary,Sport",8.4,6416.0,55.0,""
"Last Chance U: Basketball",2021,"Documentary,Sport",7.98,288.33,0.0,""
"Last Hope",2018,"Animation,Action,Adventure",5.8,389.0,24.0,""
"Last Madame",2019,Drama,7.3,12.0,0.0,""
"Last Sons of America","","Comedy,Sci-Fi",0.0,0.0,0.0,""
"Last Will",2011,"Drama,Thriller",4.5,418.0,101.0,""
"Last days on Earth",2020,Documentary,0.0,0.0,0.0,""
Lastman,2016,"Animation,Action,Comedy",8.6,812.0,0.0,""
"Late Night",2019,"Comedy,Drama",6.5,33065.0,102.0,15.50
"Latte Igel und der magische Wasserstein",2019,"Animation,Adventure,Comedy",5.7,782.0,81.0,""
"Lava Ka Dhaava",2021,"Game-Show,Reality-TV",6.1,39.0,29.0,""
Lavaperros,2020,"Comedy,Crime,Drama",5.7,528.0,107.0,""
"Lavell Crawford: Can a Brother Get Some Love","2011 TV Special","Documentary,Comedy",7.0,213.0,81.0,""
"Law School",2021,"Crime,Drama,Mystery",8.2,1201.0,65.0,""
"Lawrence of Arabia",1962,"Adventure,Biography,Drama",8.3,276605.0,228.0,44.82
"Layla M.",2016,Drama,6.7,1578.0,98.0,""
"Layla Majnun",2021,"Drama,Romance",6.4,218.0,119.0,""
"Lazzaro felice",2018,"Drama,Fantasy,Mystery",7.5,16536.0,128.0,""
"Le Bazar de la Charité",2019,"Drama,History",7.88,504.0,50.0,""
"Le Coup de Foudre",2019,"Comedy,Romance",8.2,205.0,45.0,""
"Le Guide de la famille parfaite",2021,"Comedy,Drama",6.4,611.0,102.0,""
"Le Monde de demain","",Drama,0.0,0.0,0.0,""
"Le Petit Prince",2015,"Animation,Adventure,Drama",7.7,58668.0,108.0,1.34
"Le chalet",20172018,"Drama,Mystery,Thriller",7.0,6352.0,52.0,""
"Le chant du loup",2019,"Action,Adventure,Sci-Fi",6.9,15211.0,115.0,""
"Le convoyeur",2004,"Action,Crime,Drama",6.6,3525.0,95.0,""
"Le dernier mercenaire",2021,"Action,Comedy",5.4,2606.0,110.0,""
"Le guetteur",2012,"Action,Crime,Thriller",5.7,2673.0,89.0,""
